age,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,converted,balance_clean,housing_enc,loan_enc,duration_balance_ratio,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,age_group_mid,age_group_senior
58,no,71,yes,no,unknown,5,may,71,1,-1,0,unknown,no,0,71.0,1,0,0.9861111111111112,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
57,no,162,yes,no,unknown,5,may,174,1,-1,0,unknown,no,0,162.0,1,0,1.0674846625766872,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
51,no,229,yes,no,unknown,5,may,353,1,-1,0,unknown,no,0,229.0,1,0,1.5347826086956522,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
45,no,13,yes,no,unknown,5,may,98,1,-1,0,unknown,no,0,13.0,1,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
57,no,52,yes,no,unknown,5,may,38,1,-1,0,unknown,no,0,52.0,1,0,0.7169811320754716,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
60,no,60,yes,no,unknown,5,may,219,1,-1,0,unknown,no,0,60.0,1,0,3.5901639344262297,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
33,no,0,yes,no,unknown,5,may,54,1,-1,0,unknown,no,0,0.0,1,0,54.0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
28,no,723,yes,yes,unknown,5,may,262,1,-1,0,unknown,no,0,723.0,1,1,0.36187845303867405,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
56,no,779,yes,no,unknown,5,may,164,1,-1,0,unknown,no,0,779.0,1,0,0.21025641025641026,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
32,no,23,yes,yes,unknown,5,may,160,1,-1,0,unknown,no,0,23.0,1,1,6.666666666666667,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
25,no,50,yes,no,unknown,5,may,342,1,-1,0,unknown,no,0,50.0,1,0,6.705882352941177,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
40,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no,0,0.0,1,1,181.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
44,no,-372,yes,no,unknown,5,may,172,1,-1,0,unknown,no,0,0.0,1,0,172.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
39,no,255,yes,no,unknown,5,may,296,1,-1,0,unknown,no,0,255.0,1,0,1.15625,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
52,no,113,yes,yes,unknown,5,may,127,1,-1,0,unknown,no,0,113.0,1,1,1.1140350877192982,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
46,no,-246,yes,no,unknown,5,may,255,2,-1,0,unknown,no,0,0.0,1,0,255.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
36,no,265,yes,yes,unknown,5,may,348,1,-1,0,unknown,no,0,265.0,1,1,1.3082706766917294,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
57,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown,no,0,839.0,0,1,0.26785714285714285,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
49,no,378,yes,no,unknown,5,may,230,1,-1,0,unknown,no,0,378.0,1,0,0.6068601583113457,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
60,no,39,yes,yes,unknown,5,may,208,1,-1,0,unknown,no,0,39.0,1,1,5.2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
59,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,no,0,0.0,1,0,226.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
51,no,10635,yes,no,unknown,5,may,336,1,-1,0,unknown,no,0,10635.0,1,0,0.03159082361790147,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
57,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no,0,63.0,1,0,3.78125,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
25,no,-7,yes,no,unknown,5,may,365,1,-1,0,unknown,no,0,0.0,1,0,365.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
53,no,-3,no,no,unknown,5,may,1666,1,-1,0,unknown,no,0,0.0,0,0,1666.0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
36,no,506,yes,no,unknown,5,may,577,1,-1,0,unknown,no,0,506.0,1,0,1.1380670611439843,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
37,no,0,yes,no,unknown,5,may,137,1,-1,0,unknown,no,0,0.0,1,0,137.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
44,no,2586,yes,no,unknown,5,may,160,1,-1,0,unknown,no,0,2586.0,1,0,0.061847700038654814,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50,no,49,yes,no,unknown,5,may,180,2,-1,0,unknown,no,0,49.0,1,0,3.6,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
60,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,no,0,104.0,1,0,0.20952380952380953,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
54,no,529,yes,no,unknown,5,may,1492,1,-1,0,unknown,no,0,529.0,1,0,2.8150943396226413,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
58,no,96,yes,no,unknown,5,may,616,1,-1,0,unknown,no,0,96.0,1,0,6.350515463917525,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
36,no,-171,yes,no,unknown,5,may,242,1,-1,0,unknown,no,0,0.0,1,0,242.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
58,no,-364,yes,no,unknown,5,may,355,1,-1,0,unknown,no,0,0.0,1,0,355.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
44,no,0,yes,no,unknown,5,may,225,2,-1,0,unknown,no,0,0.0,1,0,225.0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
55,no,0,no,no,unknown,5,may,160,1,-1,0,unknown,no,0,0.0,0,0,160.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
29,no,0,yes,no,unknown,5,may,363,1,-1,0,unknown,no,0,0.0,1,0,363.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
54,no,1291,yes,no,unknown,5,may,266,1,-1,0,unknown,no,0,1291.0,1,0,0.20588235294117646,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
48,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no,0,0.0,1,0,253.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
32,no,0,yes,no,unknown,5,may,179,1,-1,0,unknown,no,0,0.0,1,0,179.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
42,no,-76,yes,no,unknown,5,may,787,1,-1,0,unknown,no,0,0.0,1,0,787.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
24,no,-103,yes,yes,unknown,5,may,145,1,-1,0,unknown,no,0,0.0,1,1,145.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
38,no,243,no,yes,unknown,5,may,174,1,-1,0,unknown,no,0,243.0,0,1,0.7131147540983607,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
38,no,424,yes,no,unknown,5,may,104,1,-1,0,unknown,no,0,424.0,1,0,0.2447058823529412,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
47,no,306,yes,no,unknown,5,may,13,1,-1,0,unknown,no,0,306.0,1,0,0.04234527687296417,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
40,no,24,yes,no,unknown,5,may,185,1,-1,0,unknown,no,0,24.0,1,0,7.4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
46,no,179,yes,no,unknown,5,may,1778,1,-1,0,unknown,no,0,179.0,1,0,9.877777777777778,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
32,no,0,yes,no,unknown,5,may,138,1,-1,0,unknown,no,0,0.0,1,0,138.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
53,no,989,yes,no,unknown,5,may,812,1,-1,0,unknown,no,0,989.0,1,0,0.8202020202020202,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
57,no,249,yes,no,unknown,5,may,164,1,-1,0,unknown,no,0,249.0,1,0,0.656,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
33,no,790,yes,no,unknown,5,may,391,1,-1,0,unknown,no,0,790.0,1,0,0.4943109987357775,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
49,no,154,yes,no,unknown,5,may,357,1,-1,0,unknown,no,0,154.0,1,0,2.303225806451613,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
51,no,6530,yes,no,unknown,5,may,91,1,-1,0,unknown,no,0,6530.0,1,0,0.013933547695605574,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
60,no,100,no,no,unknown,5,may,528,1,-1,0,unknown,no,0,100.0,0,0,5.227722772277228,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
59,no,59,yes,no,unknown,5,may,273,1,-1,0,unknown,no,0,59.0,1,0,4.55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
55,no,1205,yes,no,unknown,5,may,158,2,-1,0,unknown,no,0,1205.0,1,0,0.1310116086235489,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
35,no,12223,yes,yes,unknown,5,may,177,1,-1,0,unknown,no,0,12223.0,1,1,0.014479712041884817,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
57,no,5935,yes,yes,unknown,5,may,258,1,-1,0,unknown,no,0,5935.0,1,1,0.043463611859838276,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
31,no,25,yes,yes,unknown,5,may,172,1,-1,0,unknown,no,0,25.0,1,1,6.615384615384615,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
54,no,282,yes,yes,unknown,5,may,154,1,-1,0,unknown,no,0,282.0,1,1,0.5441696113074205,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
55,no,23,yes,no,unknown,5,may,291,1,-1,0,unknown,no,0,23.0,1,0,12.125,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
43,no,1937,yes,no,unknown,5,may,181,1,-1,0,unknown,no,0,1937.0,1,0,0.0933952528379773,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
53,no,384,yes,no,unknown,5,may,176,1,-1,0,unknown,no,0,384.0,1,0,0.45714285714285713,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
44,no,582,no,yes,unknown,5,may,211,1,-1,0,unknown,no,0,582.0,0,1,0.36192109777015435,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
55,no,91,no,no,unknown,5,may,349,1,-1,0,unknown,no,0,91.0,0,0,3.7934782608695654,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
49,no,0,yes,yes,unknown,5,may,272,1,-1,0,unknown,no,0,0.0,1,1,272.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
55,yes,1,yes,no,unknown,5,may,208,1,-1,0,unknown,no,0,1.0,1,0,104.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
45,no,206,yes,no,unknown,5,may,193,1,-1,0,unknown,no,0,206.0,1,0,0.9323671497584541,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
47,no,164,no,no,unknown,5,may,212,1,-1,0,unknown,no,0,164.0,0,0,1.284848484848485,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
42,no,690,yes,no,unknown,5,may,20,1,-1,0,unknown,no,0,690.0,1,0,0.02894356005788712,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
59,no,2343,yes,no,unknown,5,may,1042,1,-1,0,unknown,yes,1,2343.0,1,0,0.4445392491467577,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
46,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no,0,137.0,1,1,1.7826086956521738,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
51,no,173,yes,no,unknown,5,may,529,2,-1,0,unknown,no,0,173.0,1,0,3.0402298850574714,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
56,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes,1,45.0,0,0,31.891304347826086,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
41,no,1270,yes,no,unknown,5,may,1389,1,-1,0,unknown,yes,1,1270.0,1,0,1.092840283241542,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
46,no,16,yes,yes,unknown,5,may,188,2,-1,0,unknown,no,0,16.0,1,1,11.058823529411764,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
57,no,486,yes,no,unknown,5,may,180,2,-1,0,unknown,no,0,486.0,1,0,0.36960985626283366,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
42,no,50,no,no,unknown,5,may,48,1,-1,0,unknown,no,0,50.0,0,0,0.9411764705882353,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
30,no,152,yes,yes,unknown,5,may,213,2,-1,0,unknown,no,0,152.0,1,1,1.392156862745098,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
60,no,290,yes,no,unknown,5,may,583,1,-1,0,unknown,no,0,290.0,1,0,2.0034364261168385,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
60,no,54,yes,no,unknown,5,may,221,1,-1,0,unknown,no,0,54.0,1,0,4.0181818181818185,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
57,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown,no,0,0.0,0,0,173.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,no,101,yes,yes,unknown,5,may,426,1,-1,0,unknown,no,0,101.0,1,1,4.176470588235294,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
55,no,383,no,no,unknown,5,may,287,1,-1,0,unknown,no,0,383.0,0,0,0.7473958333333334,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
60,no,81,yes,no,unknown,5,may,101,1,-1,0,unknown,no,0,81.0,1,0,1.2317073170731707,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
39,no,0,yes,no,unknown,5,may,203,1,-1,0,unknown,no,0,0.0,1,0,203.0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
46,no,229,yes,no,unknown,5,may,197,1,-1,0,unknown,no,0,229.0,1,0,0.8565217391304348,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
44,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no,0,0.0,1,0,257.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
53,no,90,no,no,unknown,5,may,124,1,-1,0,unknown,no,0,90.0,0,0,1.3626373626373627,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
52,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,no,0,128.0,1,0,1.7751937984496124,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
59,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no,0,179.0,1,0,0.3055555555555556,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
27,no,0,yes,no,unknown,5,may,400,1,-1,0,unknown,no,0,0.0,1,0,400.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
44,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no,0,54.0,1,0,3.581818181818182,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
47,no,151,yes,no,unknown,5,may,190,1,-1,0,unknown,no,0,151.0,1,0,1.25,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
34,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no,0,61.0,0,1,0.3387096774193548,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
59,no,30,yes,no,unknown,5,may,514,1,-1,0,unknown,no,0,30.0,1,0,16.580645161290324,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
45,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown,no,0,523.0,1,0,1.6202290076335877,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
29,no,31,yes,no,unknown,5,may,194,1,-1,0,unknown,no,0,31.0,1,0,6.0625,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
46,no,79,no,no,unknown,5,may,144,1,-1,0,unknown,no,0,79.0,0,0,1.8,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
56,no,-34,yes,yes,unknown,5,may,212,2,-1,0,unknown,no,0,0.0,1,1,212.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
36,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,no,0,448.0,1,0,0.6369710467706013,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
59,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown,no,0,81.0,1,0,1.3048780487804879,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
44,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown,no,0,144.0,1,0,1.703448275862069,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
41,no,351,yes,no,unknown,5,may,518,1,-1,0,unknown,no,0,351.0,1,0,1.4715909090909092,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
33,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no,0,0.0,1,0,364.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
59,no,262,no,no,unknown,5,may,178,1,-1,0,unknown,no,0,262.0,0,0,0.6768060836501901,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
57,no,0,no,no,unknown,5,may,98,1,-1,0,unknown,no,0,0.0,0,0,98.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
56,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown,no,0,56.0,1,0,7.701754385964913,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
51,no,26,yes,no,unknown,5,may,79,1,-1,0,unknown,no,0,26.0,1,0,2.925925925925926,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
34,no,3,yes,no,unknown,5,may,120,3,-1,0,unknown,no,0,3.0,1,0,30.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
43,no,41,yes,yes,unknown,5,may,127,2,-1,0,unknown,no,0,41.0,1,1,3.0238095238095237,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
52,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no,0,7.0,0,1,21.875,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
33,no,105,yes,no,unknown,5,may,262,2,-1,0,unknown,no,0,105.0,1,0,2.4716981132075473,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
29,no,818,yes,yes,unknown,5,may,61,1,-1,0,unknown,no,0,818.0,1,1,0.07448107448107448,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
34,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown,no,0,0.0,1,1,78.0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
31,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no,0,0.0,1,0,143.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
55,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes,1,2476.0,1,0,0.23375050464271296,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
55,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown,no,0,1185.0,0,0,0.5708263069139966,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
32,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no,0,217.0,1,0,1.5825688073394495,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
38,no,1685,yes,no,unknown,5,may,185,1,-1,0,unknown,no,0,1685.0,1,0,0.10972716488730723,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
55,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no,0,802.0,1,1,0.12453300124533001,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
28,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown,no,0,0.0,1,0,125.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
23,no,94,yes,no,unknown,5,may,193,1,-1,0,unknown,no,0,94.0,1,0,2.031578947368421,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
32,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown,no,0,0.0,1,0,136.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
43,no,0,no,no,unknown,5,may,73,1,-1,0,unknown,no,0,0.0,0,0,73.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
32,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no,0,517.0,1,0,1.0193050193050193,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
46,no,265,yes,no,unknown,5,may,541,1,-1,0,unknown,no,0,265.0,1,0,2.0338345864661656,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
53,no,947,yes,no,unknown,5,may,163,1,-1,0,unknown,no,0,947.0,1,0,0.1719409282700422,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no,0,3.0,1,0,75.25,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
57,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,no,0,42.0,0,0,1.069767441860465,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
37,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown,no,0,37.0,1,0,5.368421052631579,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
59,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no,0,57.0,1,0,1.6896551724137931,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
33,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no,0,22.0,1,0,3.0869565217391304,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
56,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no,0,8.0,1,0,17.444444444444443,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
48,no,293,yes,no,unknown,5,may,243,1,-1,0,unknown,no,0,293.0,1,0,0.826530612244898,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
43,no,3,yes,no,unknown,5,may,186,2,-1,0,unknown,no,0,3.0,1,0,46.5,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
54,no,348,yes,no,unknown,5,may,579,2,-1,0,unknown,no,0,348.0,1,0,1.659025787965616,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
51,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown,no,0,0.0,1,0,163.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
26,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown,no,0,0.0,1,0,610.0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
40,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown,no,0,0.0,1,0,2033.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
39,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown,no,0,18.0,1,0,4.473684210526316,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
50,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,no,0,139.0,0,0,0.8142857142857143,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
